Id. de actividad,Fecha de la actividad,Nombre de la actividad,Tipo de actividad,Descripción de la actividad,Tiempo transcurrido,Distancia,Ritmo cardíaco máx.,Esfuerzo relativo,Viaje al trabajo,Nota privada de actividad,Equipamiento de la actividad,Nombre de archivo,Peso del atleta,Peso de la bicicleta,Tiempo transcurrido,Tiempo en movimiento,Distancia,Velocidad máxima,Velocidad promedio,Desnivel positivo,Desnivel negativo,Desnivel bajo,Desnivel alto,Grado máximo,Pendiente promedio,Grado positivo promedio,Grado negativo promedio,Cadencia máx.,Cadencia promedio,Ritmo cardíaco máx.,Ritmo cardíaco promedio,Máx. de vatios,Vatios promedio,Calorías,Temperatura máx.,Temperatura promedio,Esfuerzo relativo,Esfuerzo total,Cantidad de carreras,Tiempo de ascenso,Tiempo de descenso,Otro tiempo,Esfuerzo Percibido,Tipo,Hora de inicio,Potencia promedio ponderada,Conteo de potencia,Usar Esfuerzo Percibido,Esfuerzo relativo percibido,Viaje al trabajo,Peso total levantado,De carga,Distancia ajustada en pendientes,Tiempo de observación del clima,Condición climática,Temperatura,Sensación térmica,Punto de rocío,Humedad,Presión atmosférica,Velocidad del viento,Ráfaga de viento,Dirección del viento,Intensidad de la precipitación,Hora de salida del sol,Hora de puesta del sol,Fase lunar,Bicicleta,Equipamiento,Probabilidad de precipitación,Tipo de precipitación,Nubosidad,Visibilidad,Índice UV,Estado del ozono,Recuento de saltos,Complejidad total,Fluidez promedio,Marcado,Velocidad promedio durante el tiempo transcurrido,Distancia sobre tierra,Distancia recién recorrida,Distancia recién recorrida en caminos sin asfaltar,Número de actividades,Pasos en total,Emisión de carbono evitada,Largo de la piscina,Carga de entrenamiento,Intensidad,Ritmo ajustado en pendientes promedio,Tiempo del cronómetro,Ciclos en total,Recuperación,Con mascota,Competencia,Carrera larga,Por una causa,Con niño,Distancia de descenso,Multimedia
4838775753,"23 feb 2021, 11:16:20 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 24°C, Sensación térmica 23°C, Humedad 53%, Viento 3m/s desde NE - Klimat.app",2193,4.70,173.0,74,false,,,activities/5161963283.gpx.gz,,,2193.0,2184.0,4708.5,9.2,2.156,45.0,28.0,1.0,28.0,37.7,0.4,,,,,,150.0,,,640.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,4917.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4858889724,"27 feb 2021, 12:19:04 p.m.",Caminata por la mañana  ☁️,Carrera,"Muy nuboso, 24°C, Sensación térmica 23°C, Humedad 69%, Viento 6m/s desde ENE - Klimat.app",4852,9.47,165.0,64,false,,,activities/5182967432.gpx.gz,,,4852.0,4811.0,9469.2,4.0,1.968,81.0,90.0,17.0,47.0,43.9,-0.1,,,,,,131.0,,,1268.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,9737.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4861758203,"27 feb 2021, 9:22:57 p.m.",Vuelta ciclista vespertina ☀️,Vuelta ciclista,"Cielo claro, 28°C, Sensación térmica 25°C, Humedad 48%, Viento 7m/s desde E - Klimat.app",2678,15.27,161.0,59,false,,Venzo Raptor,activities/5185980526.gpx.gz,,19.0,2678.0,2615.0,15275.5,10.5,5.841,34.0,55.0,17.0,39.0,16.5,-0.1,,,,,,141.0,,209.0,610.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4874214533,"1 mar 2021, 10:08:25 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3202,0,166.0,72,false,,Venzo Raptor,activities/5199924623.gpx.gz,,19.0,3202.0,3202.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,141.0,,0.0,,,,72.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4880644831,"2 mar 2021, 11:33:11 p.m.",Carrera vespertina ☁️,Carrera,"Algo de nubes, 26°C, Sensación térmica 27°C, Humedad 69%, Viento 4m/s desde ESE - Klimat.app",3498,7.16,170.0,100,false,,,activities/5206584345.gpx.gz,,,3498.0,3498.0,7160.9,4.5,2.047,62.0,62.0,13.0,39.0,19.8,0.0,,,,,,148.0,,,964.0,,,100.0,,,,,,,,,,,,,0.0,,1.0,7402.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4886349711,"3 mar 2021, 10:04:17 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3362,0,166.0,76,false,,Venzo Raptor,activities/5212545113.gpx.gz,,19.0,3362.0,3362.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,142.0,,0.0,,,,76.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4894406949,"4 mar 2021, 9:52:06 p.m.",Vuelta ciclista vespertina ☁️,Vuelta ciclista,"Muy nuboso, 27°C, Sensación térmica 27°C, Humedad 73%, Viento 5m/s desde E - Klimat.app",3060,12.00,152.0,17,false,,Venzo Raptor,activities/5221006035.gpx.gz,,19.0,3060.0,2902.0,12003.0,9.9,4.136,70.0,122.0,-15.0,70.0,19.4,-0.4,,,,,,120.0,,133.0,431.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4897039117,"5 mar 2021, 10:05:54 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3143,0,163.0,62,false,,Venzo Raptor,activities/5223774257.gpx.gz,,19.0,3143.0,3143.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,139.0,,0.0,,,,62.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4897039320,"5 mar 2021, 11:16:25 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 22°C, Sensación térmica 22°C, Humedad 64%, Viento 2m/s desde S - Klimat.app",2344,5.17,168.0,66,false,,,activities/5223774357.gpx.gz,,,2344.0,2074.0,5175.0,4.0,2.495,34.0,39.0,23.0,40.0,20.8,-0.1,,,,,,151.0,,,692.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,5315.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4907838009,"7 mar 2021, 1:10:07 p.m.",Caminata por la mañana ☀️,Caminata,"Cielo claro, 23°C, Sensación térmica 25°C, Humedad 64%, Viento 1m/s desde N - Klimat.app",4068,6.86,160.0,24,false,,,activities/5235201221.gpx.gz,,,4068.0,4068.0,6867.7,3.5,1.688,64.0,65.0,11.0,35.0,43.1,0.0,,,,,,118.0,,,894.0,,,24.0,,,,,,,,,,,0.0,,0.0,,1.0,7121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4917470485,"8 mar 2021, 10:14:53 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,2662,0,166.0,56,false,,Venzo Raptor,activities/5245400289.gpx.gz,,19.0,2662.0,2662.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,141.0,,0.0,,,,56.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4921015435,"9 mar 2021, 10:26:28 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 23°C, Sensación térmica 21°C, Humedad 64%, Viento 5m/s desde ENE - Klimat.app",2354,5.63,171.0,70,false,,,activities/5249124314.gpx.gz,,,2354.0,2349.0,5629.1,3.6,2.396,30.0,32.0,21.0,33.0,33.6,0.0,,,,,,144.0,,,752.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,5775.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4931430593,"11 mar 2021, 9:58:22 p.m.",Carrera vespertina ☀️,Carrera,"Cielo claro, 28°C, Sensación térmica 28°C, Humedad 51%, Viento 3m/s desde SSO - Klimat.app",2399,5.75,175.0,89,false,,,activities/5260110172.gpx.gz,,,2399.0,1837.0,5755.7,4.3,3.133,46.0,117.0,-7.0,73.0,40.0,-1.2,,,,,,160.0,,,764.0,,,89.0,,,,,,,,,,,,,0.0,,1.0,5866.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4936915978,"12 mar 2021, 10:02:58 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3518,0,164.0,60,false,,Venzo Raptor,activities/5265903716.gpx.gz,,19.0,3518.0,3518.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,136.0,,0.0,,,,60.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4939899405,"13 mar 2021, 2:16:19 p.m.",Carrera a la hora del almuerzo ☀️,Carrera,"Cielo claro, 26°C, Sensación térmica 25°C, Humedad 44%, Viento 3m/s desde NE - Klimat.app",1878,4.13,180.0,66,false,,,activities/5269061359.gpx.gz,,,1878.0,1818.0,4138.9,6.6,2.277,23.0,38.0,16.0,33.0,10.3,-0.4,,,,,,153.0,,,548.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,4210.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4946423793,"14 mar 2021, 2:31:53 p.m.",Carrera a la hora del almuerzo ☀️,Carrera,"Cielo claro, 27°C, Sensación térmica 24°C, Humedad 29%, Viento 4m/s desde NE - Klimat.app",2313,5.47,175.0,94,false,,,activities/5275943868.gpx.gz,,,2313.0,1828.0,5470.6,4.4,2.993,92.0,52.0,-17.0,36.0,49.7,0.7,,,,,,162.0,,,758.0,,,94.0,,,,,,,,,,,,,0.0,,1.0,5819.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4954165862,"15 mar 2021, 10:08:26 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,2649,0,168.0,73,false,,Venzo Raptor,activities/5284091284.gpx.gz,,19.0,2649.0,2649.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,146.0,,0.0,,,,73.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4964983812,"17 mar 2021, 10:09:19 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,2749,0,159.0,38,false,,Venzo Raptor,activities/5295384514.gpx.gz,,19.0,2749.0,2749.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,128.0,,0.0,,,,38.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4964983849,"17 mar 2021, 11:17:44 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 17°C, Sensación térmica 14°C, Humedad 63%, Viento 5m/s desde S - Klimat.app",1558,3.43,161.0,46,false,,,activities/5295384474.gpx.gz,,,1558.0,1363.0,3435.3,3.7,2.52,163.0,38.0,-106.0,27.0,48.4,3.6,,,,,,153.0,,,528.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,4055.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4975158255,"19 mar 2021, 11:40:02 p.m.",Carrera vespertina ☁️,Carrera,"Muy nuboso, 20°C, Sensación térmica 18°C, Humedad 64%, Viento 5m/s desde E - Klimat.app",526,1.25,163.0,13,false,,,activities/5306026182.gpx.gz,,,526.0,459.0,1254.5,3.6,2.733,71.0,30.0,-22.0,25.0,32.3,3.3,,,,,,148.0,,,201.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,1541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4975158302,"19 mar 2021, 10:04:24 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3546,0,161.0,66,false,,Venzo Raptor,activities/5306026254.gpx.gz,,19.0,3546.0,3546.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,137.0,,0.0,,,,66.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4980857984,"20 mar 2021, 8:02:57 p.m.",Vuelta ciclista por la tarde ☁️,Vuelta ciclista,"Muy nuboso, 20°C, Sensación térmica 20°C, Humedad 88%, Viento 4m/s desde SSO - Klimat.app",3066,11.40,143.0,11,false,,Venzo Raptor,activities/5311992475.gpx.gz,,19.0,3066.0,2868.0,11405.5,11.5,3.977,58.0,58.0,3.0,28.0,16.9,0.0,,,,,,112.0,,131.0,418.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5003705873,"24 mar 2021, 1:16:43 p.m.",Vuelta ciclista por la mañana ☀️,Vuelta ciclista,"Cielo claro, 24°C, Sensación térmica 24°C, Humedad 78%, Viento 4m/s desde SO - Klimat.app",14199,54.95,157.0,154,false,,Venzo Raptor,activities/5335908275.gpx.gz,,19.0,14199.0,12676.0,54949.2,8.7,4.335,133.0,115.0,18.0,45.0,31.4,0.0,,,,,,129.0,,135.0,1911.0,,,154.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5036402414,"30 mar 2021, 10:12:43 a.m.",Carrera por la mañana ☁️,Carrera,"Nubes, 12°C, Sensación térmica 10°C, Humedad 94%, Viento 3m/s desde NO - Klimat.app",4177,6.71,176.0,41,false,,,activities/5370269837.gpx.gz,,,4177.0,3685.0,6717.3,5.2,1.823,35.8,34.9,570.5,600.4,11.9,0.0,,,,,,124.0,,,881.0,,,41.0,,,,,,,,,,,,,0.0,,1.0,6767.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5042950236,"31 mar 2021, 10:25:59 a.m.",Carrera por la mañana 🌙,Carrera,"Cielo claro, 9°C, Sensación térmica 7°C, Humedad 81%, Viento 1m/s desde SSO - Klimat.app",2767,5.81,176.0,67,false,,,activities/5377107379.gpx.gz,,,2767.0,2692.0,5818.7,4.2,2.161,39.0,266.0,809.0,1040.0,20.8,-3.9,,,,,,144.0,,,795.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,6107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5048952164,"1 abr 2021, 10:38:35 a.m.",Mirador lago Gutierrez ☁️,Senderismo,"Muy nuboso, 14°C, Sensación térmica 11°C, Humedad 72%, Viento 4m/s desde NE - Klimat.app",3032,3.24,172.0,45,false,,,activities/5383394516.gpx.gz,,,3032.0,2641.0,3239.4,3.9,1.227,205.9,205.9,818.4,996.3,49.5,0.0,,,,,,136.0,,,422.0,,,45.0,,,,,,5.0,,,,,0.0,47.0,0.0,,1.0,4210.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/131059c3-97ef-4467-903f-cd9fb7417b61.jpg
5051496524,"1 abr 2021, 4:00:27 p.m.",Senderismo por la tarde ☁️,Senderismo,"Muy nuboso, 16°C, Sensación térmica 14°C, Humedad 63%, Viento 3m/s desde ENE - Klimat.app",3109,2.59,132.0,8,false,,,activities/5386068911.gpx.gz,,,3109.0,2838.0,2594.5,3.8,0.914,13.0,182.0,814.0,994.0,21.1,-6.5,,,,,,105.0,,,338.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5051496773,"1 abr 2021, 2:59:19 p.m.",Senderismo a la hora del almuerzo ☁️,Senderismo,"Muy nuboso, 14°C, Sensación térmica 11°C, Humedad 72%, Viento 4m/s desde ENE - Klimat.app",3638,3.75,153.0,17,false,,,activities/5386069170.gpx.gz,,,3638.0,3489.0,3753.4,7.1,1.076,223.0,71.0,831.0,987.0,49.5,4.0,,,,,,120.0,,,489.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5051497228,"1 abr 2021, 5:17:09 p.m.",Senderismo por la tarde ☁️,Senderismo,"Muy nuboso, 16°C, Sensación térmica 14°C, Humedad 63%, Viento 3m/s desde N - Klimat.app",6450,6.31,145.0,31,false,,,activities/5386069519.gpx.gz,,,6450.0,6230.0,6314.4,6.2,1.014,241.0,226.0,782.0,997.0,49.0,0.2,,,,,,115.0,,,822.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5055319594,"2 abr 2021, 11:14:17 a.m.",Senderismo por la mañana ☁️,Senderismo,"Muy nuboso, 7°C, Sensación térmica 4°C, Humedad 87%, Viento 2m/s desde S - Klimat.app",5458,3.56,138.0,13,false,,,activities/5390080943.gpx.gz,,,5458.0,4115.0,3567.9,2.2,0.867,214.3,204.4,819.2,996.3,48.0,0.3,,,,,,105.0,,,465.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5060924972,"2 abr 2021, 5:27:45 p.m.",Senderismo por la tarde ☁️,Senderismo,"Nubes dispersas, 20°C, Sensación térmica 18°C, Humedad 51%, Viento 2m/s desde E - Klimat.app",2814,1.77,138.0,7,false,,,activities/5395973032.gpx.gz,,,2814.0,2134.0,1771.4,3.3,0.83,107.0,91.0,1026.0,2981.0,49.5,0.9,,,,,,107.0,,,231.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5060925355,"3 abr 2021, 11:07:15 a.m.",Carrera por la mañana 🌫️,Carrera,"Bruma, 5°C, Sensación térmica 3°C, Humedad 75%, Viento 2m/s desde S - Klimat.app",2137,5.14,171.0,46,false,,,activities/5395973304.gpx.gz,,,2137.0,2083.0,5148.2,4.8,2.472,35.7,41.7,813.6,828.5,47.2,-0.1,,,,,,143.0,,,676.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,5188.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5063547527,"3 abr 2021, 5:49:38 p.m.",Kayak lago Gutierrez ☀️,Kayak,"Cielo claro, 20°C, Sensación térmica 17°C, Humedad 30%, Viento 3m/s desde ONO - Klimat.app",1760,2.00,135.0,6,false,,,activities/5398729671.gpx.gz,,19.0,1760.0,1624.0,2003.9,2.6,1.234,24.0,156.0,765.0,935.0,40.0,-6.6,,,,,,114.0,,,85.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5079069655,"6 abr 2021, 10:49:38 a.m.",Carrera por la mañana 🌫️,Carrera,"Niebla, 21°C, Sensación térmica 24°C, Humedad 100%, Viento 2m/s desde E - Klimat.app",2301,5.00,184.0,81,false,,,activities/5415014928.gpx.gz,,,2301.0,2078.0,5002.9,9.9,2.408,135.0,60.0,-47.0,57.0,45.2,1.5,,,,,,155.0,,,695.0,,,81.0,,,,,,,,,,,,,0.0,,1.0,5333.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5084158524,"7 abr 2021, 11:24:29 a.m.",Carrera por la mañana ☀️,Carrera,"Cielo claro, 22°C, Sensación térmica 23°C, Humedad 88%, Viento 4m/s desde NE - Klimat.app",744,2.01,176.0,37,false,,,activities/5420317133.gpx.gz,,,744.0,740.0,2016.3,5.5,2.725,41.0,2.0,-15.0,26.0,32.3,1.9,,,,,,161.0,,,290.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,2224.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5088211377,"7 abr 2021, 9:35:55 p.m.",Vuelta ciclista vespertina ☀️,Vuelta ciclista,"Cielo claro, 27°C, Sensación térmica 26°C, Humedad 57%, Viento 4m/s desde NE - Klimat.app",1046,4.05,139.0,6,false,,Venzo Raptor,activities/5424526198.gpx.gz,,19.0,1046.0,926.0,4049.4,11.2,4.373,28.0,40.0,17.0,49.0,44.1,-0.3,,,,,,123.0,,141.0,145.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5088211380,"7 abr 2021, 10:00:56 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,3595,0,173.0,107,false,,Venzo Raptor,activities/5424526230.gpx.gz,,19.0,3595.0,3595.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,148.0,,0.0,,,,107.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5088211456,"7 abr 2021, 11:07:40 p.m.",Vuelta ciclista vespertina 🌙,Vuelta ciclista,"Cielo claro, 25°C, Sensación térmica 27°C, Humedad 78%, Viento 3m/s desde E - Klimat.app",1346,7.92,148.0,20,false,,Venzo Raptor,activities/5424526285.gpx.gz,,19.0,1346.0,1346.0,7919.5,8.2,5.884,35.0,18.0,2.0,26.0,39.6,0.2,,,,,,134.0,,198.0,297.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5099119597,"9 abr 2021, 9:46:07 p.m.",Carrera vespertina 🌧,Carrera,"Llovizna ligera, 21°C, Sensación térmica 22°C, Humedad 88%, Viento 5m/s desde ESE - Klimat.app",1535,3.42,169.0,47,false,,,activities/5435932265.gpx.gz,,,1535.0,1331.0,3424.1,4.6,2.573,37.0,53.0,13.0,42.0,28.8,-0.5,,,,,,154.0,,,469.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,3601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5105068777,"10 abr 2021, 10:04:20 p.m.",Carrera vespertina 🌧,Carrera,"Lluvia ligera, 21°C, Sensación térmica 24°C, Humedad 100%, Viento 2m/s desde ENE - Klimat.app",3269,7.03,168.0,91,false,,,activities/5442168384.gpx.gz,,,3269.0,3067.0,7035.0,4.1,2.294,75.0,87.0,6.0,34.0,38.5,-0.2,,,,,,149.0,,,961.0,,,91.0,,,,,,,,,,,,,0.0,,1.0,7376.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5111311633,"11 abr 2021, 8:40:01 p.m.",Vuelta ciclista por la tarde ☁️,Vuelta ciclista,"Nubes dispersas, 20°C, Sensación térmica 19°C, Humedad 64%, Viento 4m/s desde SSO - Klimat.app",3111,10.37,151.0,13,false,,Venzo Raptor,activities/5448718338.gpx.gz,,19.0,3111.0,3040.0,10377.6,11.8,3.414,53.0,149.0,12.0,108.0,10.8,-0.9,,,,,,112.0,,114.0,385.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5117226845,"12 abr 2021, 10:10:10 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,2851,0,169.0,72,false,,Venzo Raptor,activities/5454925124.gpx.gz,,19.0,2851.0,2851.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,144.0,,0.0,,,,72.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5122668738,"13 abr 2021, 10:32:50 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 20°C, Sensación térmica 17°C, Humedad 43%, Viento 3m/s desde ENE - Klimat.app",2786,6.05,169.0,86,false,,,activities/5460606351.gpx.gz,,,2786.0,2463.0,6056.9,4.2,2.459,53.0,56.0,20.0,37.0,25.4,0.0,,,,,,153.0,,,818.0,,,86.0,,,,,,,,,,,,,0.0,,1.0,6279.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5128631993,"14 abr 2021, 10:09:26 p.m.",Vuelta ciclista vespertina,Vuelta ciclista,,2768,0,163.0,47,false,,Venzo Raptor,activities/5466816806.gpx.gz,,19.0,2768.0,2768.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,135.0,,0.0,,,,47.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5134056939,"15 abr 2021, 10:55:15 p.m.",Carrera vespertina 🌙,Carrera,"Cielo claro, 21°C, Sensación térmica 23°C, Humedad 77%, Viento 1m/s desde N - Klimat.app",1438,3.00,169.0,33,false,,,activities/5472452421.gpx.gz,,,1438.0,1402.0,3000.1,4.9,2.14,49.0,68.0,-18.0,50.0,40.0,-0.6,,,,,,144.0,,,413.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,3169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5142585578,"17 abr 2021, 12:10:50 p.m.",Carrera por la mañana 🌫️,Carrera,"Niebla, 20°C, Sensación térmica 22°C, Humedad 100%, Viento 1m/s desde SSE - Klimat.app",7114,14.01,167.0,140,false,,,activities/5481334629.gpx.gz,,,7114.0,6967.0,14014.9,5.1,2.012,101.0,88.0,13.0,34.0,27.8,0.1,,,,,,141.0,,,1877.0,,,140.0,,,,,,,,,,,,,0.0,,1.0,14411.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5144935400,"17 abr 2021, 8:52:05 p.m.",Vuelta ciclista por la tarde ☀️,Vuelta ciclista,"Cielo claro, 23°C, Sensación térmica 23°C, Humedad 83%, Viento 4m/s desde E - Klimat.app",1733,9.17,147.0,20,false,,Venzo Raptor,activities/5483786857.gpx.gz,,19.0,1733.0,1712.0,9174.7,10.8,5.359,43.0,38.0,-1.0,29.0,17.1,0.1,,,,,,129.0,,172.0,327.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5150610006,"18 abr 2021, 4:04:36 p.m.",Vuelta ciclista por la tarde ☁️,Vuelta ciclista,"Nubes, 22°C, Sensación térmica 21°C, Humedad 73%, Viento 4m/s desde NE - Klimat.app",1698,10.65,161.0,41,false,,Venzo Raptor,activities/5489740155.gpx.gz,,19.0,1698.0,1698.0,10651.8,10.0,6.273,43.0,30.0,8.0,35.0,48.3,0.1,,,,,,143.0,,225.0,426.0,,,41.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,7992924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
